"NAME_REF","NAME_OTHER","CHR","BIN_START","BIN_END","BIN_SIZE","GAP_BOTH","GAP_REF","GAP_OTHER","GAP_NONE","DIFF","SAME","NAME","CHRGRP","DIV"
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",8000001,9000000,1000000,0,0,0.000841,0.999159,0.000733,0.999267,"PTR_GAP","A",0.000841
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",9000001,10000000,1000000,0,0,0.000352,0.999648,0.000911,0.999089,"PTR_SNV","A",0.000911
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",9000001,10000000,1000000,0,0,0.000352,0.999648,0.000911,0.999089,"PTR_GAP","A",0.000352
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",10000001,11000000,1000000,0,0,0.000625,0.999375,0.000939,0.999061,"PTR_SNV","A",0.000939
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",10000001,11000000,1000000,0,0,0.000625,0.999375,0.000939,0.999061,"PTR_GAP","A",0.000625
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",11000001,12000000,1000000,0,0,0.001117,0.998883,0.001058,0.998942,"PTR_SNV","A",0.001058
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",11000001,12000000,1000000,0,0,0.001117,0.998883,0.001058,0.998942,"PTR_GAP","A",0.001117
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",12000001,13000000,1000000,0,0,0.000979,0.999021,0.000937,0.999063,"PTR_SNV","A",0.000937
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",12000001,13000000,1000000,0,0,0.000979,0.999021,0.000937,0.999063,"PTR_GAP","A",0.000979
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",13000001,14000000,1000000,0,0,0.000378,0.999622,0.000443,0.999557,"PTR_SNV","A",0.000443
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",13000001,14000000,1000000,0,0,0.000378,0.999622,0.000443,0.999557,"PTR_GAP","A",0.000378
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",14000001,15000000,1000000,0,0,0.001149,0.998851,0.00081,0.99919,"PTR_SNV","A",0.00081
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",14000001,15000000,1000000,0,0,0.001149,0.998851,0.00081,0.99919,"PTR_GAP","A",0.001149
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",15000001,16000000,1000000,0,0,0.00064,0.99936,0.001096,0.998904,"PTR_SNV","A",0.001096
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",15000001,16000000,1000000,0,0,0.00064,0.99936,0.001096,0.998904,"PTR_GAP","A",0.00064
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",16000001,17000000,1000000,0,0,0.001658,0.998342,0.000938,0.999062,"PTR_SNV","A",0.000938
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",16000001,17000000,1000000,0,0,0.001658,0.998342,0.000938,0.999062,"PTR_GAP","A",0.001658
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",17000001,18000000,1000000,0,0,0.000483,0.999517,0.000942,0.999058,"PTR_SNV","A",0.000942
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",17000001,18000000,1000000,0,0,0.000483,0.999517,0.000942,0.999058,"PTR_GAP","A",0.000483
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",18000001,19000000,1000000,0,0,0.000811,0.999189,0.000984,0.999016,"PTR_SNV","A",0.000984
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",18000001,19000000,1000000,0,0,0.000811,0.999189,0.000984,0.999016,"PTR_GAP","A",0.000811
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",19000001,20000000,1000000,0,0,0.000713,0.999287,0.001056,0.998944,"PTR_SNV","A",0.001056
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",19000001,20000000,1000000,0,0,0.000713,0.999287,0.001056,0.998944,"PTR_GAP","A",0.000713
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",20000001,21000000,1000000,0,0,0.142757,0.857243,0.001286,0.998714,"PTR_SNV","A",0.001286
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",20000001,21000000,1000000,0,0,0.142757,0.857243,0.001286,0.998714,"PTR_GAP","A",0.142757
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",21000001,22000000,1000000,0,0,0.003841,0.996159,0.001027,0.998973,"PTR_SNV","A",0.001027
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",21000001,22000000,1000000,0,0,0.003841,0.996159,0.001027,0.998973,"PTR_GAP","A",0.003841
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",22000001,23000000,1000000,0,0,0.00402,0.99598,0.000644,0.999356,"PTR_SNV","A",0.000644
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",22000001,23000000,1000000,0,0,0.00402,0.99598,0.000644,0.999356,"PTR_GAP","A",0.00402
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",23000001,24000000,1000000,0,0,0.001129,0.998871,0.00117,0.99883,"PTR_SNV","A",0.00117
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",23000001,24000000,1000000,0,0,0.001129,0.998871,0.00117,0.99883,"PTR_GAP","A",0.001129
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",24000001,25000000,1000000,0,0,0.002335,0.997665,0.000775,0.999225,"PTR_SNV","A",0.000775
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",24000001,25000000,1000000,0,0,0.002335,0.997665,0.000775,0.999225,"PTR_GAP","A",0.002335
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",25000001,26000000,1000000,0,0,0.002896,0.997104,0.001029,0.998971,"PTR_SNV","A",0.001029
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",25000001,26000000,1000000,0,0,0.002896,0.997104,0.001029,0.998971,"PTR_GAP","A",0.002896
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",26000001,27000000,1000000,0,0,0.000221,0.999779,0.000349,0.999651,"PTR_SNV","A",0.000349
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",26000001,27000000,1000000,0,0,0.000221,0.999779,0.000349,0.999651,"PTR_GAP","A",0.000221
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",27000001,28000000,1000000,0,0,0.000684,0.999316,0.000756,0.999244,"PTR_SNV","A",0.000756
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",27000001,28000000,1000000,0,0,0.000684,0.999316,0.000756,0.999244,"PTR_GAP","A",0.000684
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",28000001,29000000,1000000,0,0,0.0017,0.9983,0.000683,0.999317,"PTR_SNV","A",0.000683
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",28000001,29000000,1000000,0,0,0.0017,0.9983,0.000683,0.999317,"PTR_GAP","A",0.0017
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",29000001,30000000,1000000,0,0,0.000301,0.999699,0.000617,0.999383,"PTR_SNV","A",0.000617
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",29000001,30000000,1000000,0,0,0.000301,0.999699,0.000617,0.999383,"PTR_GAP","A",0.000301
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",30000001,31000000,1000000,0,0,0.000371,0.999629,0.000539,0.999461,"PTR_SNV","A",0.000539
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",30000001,31000000,1000000,0,0,0.000371,0.999629,0.000539,0.999461,"PTR_GAP","A",0.000371
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",31000001,32000000,1000000,0,0,0.000411,0.999589,0.001294,0.998706,"PTR_SNV","A",0.001294
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",31000001,32000000,1000000,0,0,0.000411,0.999589,0.001294,0.998706,"PTR_GAP","A",0.000411
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",32000001,33000000,1000000,0,0,0.00052,0.99948,0.000774,0.999226,"PTR_SNV","A",0.000774
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",32000001,33000000,1000000,0,0,0.00052,0.99948,0.000774,0.999226,"PTR_GAP","A",0.00052
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",33000001,34000000,1000000,0,0,0.00043,0.99957,0.000675,0.999325,"PTR_SNV","A",0.000675
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",33000001,34000000,1000000,0,0,0.00043,0.99957,0.000675,0.999325,"PTR_GAP","A",0.00043
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",34000001,35000000,1000000,0,0,0.000435,0.999565,0.000632,0.999368,"PTR_SNV","A",0.000632
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",34000001,35000000,1000000,0,0,0.000435,0.999565,0.000632,0.999368,"PTR_GAP","A",0.000435
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",35000001,36000000,1000000,0,0,0.001332,0.998668,7e-04,0.9993,"PTR_SNV","A",7e-04
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",35000001,36000000,1000000,0,0,0.001332,0.998668,7e-04,0.9993,"PTR_GAP","A",0.001332
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",36000001,37000000,1000000,0,0,0.000375,0.999625,0.000688,0.999312,"PTR_SNV","A",0.000688
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",36000001,37000000,1000000,0,0,0.000375,0.999625,0.000688,0.999312,"PTR_GAP","A",0.000375
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",37000001,38000000,1000000,0,0,0.00057,0.99943,0.00054,0.99946,"PTR_SNV","A",0.00054
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",37000001,38000000,1000000,0,0,0.00057,0.99943,0.00054,0.99946,"PTR_GAP","A",0.00057
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",38000001,39000000,1000000,0,0,0.000563,0.999437,0.000665,0.999335,"PTR_SNV","A",0.000665
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",38000001,39000000,1000000,0,0,0.000563,0.999437,0.000665,0.999335,"PTR_GAP","A",0.000563
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",39000001,40000000,1000000,0,0,0.000241,0.999759,0.000695,0.999305,"PTR_SNV","A",0.000695
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",39000001,40000000,1000000,0,0,0.000241,0.999759,0.000695,0.999305,"PTR_GAP","A",0.000241
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",40000001,41000000,1000000,0,0,0.000893,0.999107,0.00096,0.99904,"PTR_SNV","A",0.00096
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",40000001,41000000,1000000,0,0,0.000893,0.999107,0.00096,0.99904,"PTR_GAP","A",0.000893
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",41000001,42000000,1000000,0,0,0.000414,0.999586,0.001077,0.998923,"PTR_SNV","A",0.001077
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",41000001,42000000,1000000,0,0,0.000414,0.999586,0.001077,0.998923,"PTR_GAP","A",0.000414
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",42000001,43000000,1000000,0,0,0.000288,0.999712,0.000666,0.999334,"PTR_SNV","A",0.000666
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",42000001,43000000,1000000,0,0,0.000288,0.999712,0.000666,0.999334,"PTR_GAP","A",0.000288
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",43000001,44000000,1000000,0,0,0.000608,0.999392,0.000673,0.999327,"PTR_SNV","A",0.000673
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",43000001,44000000,1000000,0,0,0.000608,0.999392,0.000673,0.999327,"PTR_GAP","A",0.000608
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",44000001,45000000,1000000,0,0,0.0068,0.9932,0.000712,0.999288,"PTR_SNV","A",0.000712
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",44000001,45000000,1000000,0,0,0.0068,0.9932,0.000712,0.999288,"PTR_GAP","A",0.0068
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",45000001,46000000,1000000,0,0,0.003052,0.996948,0.000721,0.999279,"PTR_SNV","A",0.000721
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",45000001,46000000,1000000,0,0,0.003052,0.996948,0.000721,0.999279,"PTR_GAP","A",0.003052
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",46000001,47000000,1000000,0,0,0.000978,0.999022,0.000725,0.999275,"PTR_SNV","A",0.000725
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",46000001,47000000,1000000,0,0,0.000978,0.999022,0.000725,0.999275,"PTR_GAP","A",0.000978
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",47000001,48000000,1000000,0,0,0.000318,0.999682,0.000279,0.999721,"PTR_SNV","A",0.000279
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",47000001,48000000,1000000,0,0,0.000318,0.999682,0.000279,0.999721,"PTR_GAP","A",0.000318
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",48000001,49000000,1000000,0,0,8e-05,0.99992,0.000165,0.999835,"PTR_SNV","A",0.000165
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",48000001,49000000,1000000,0,0,8e-05,0.99992,0.000165,0.999835,"PTR_GAP","A",8e-05
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",49000001,50000000,1000000,0,0,0.000499,0.999501,0.000754,0.999246,"PTR_SNV","A",0.000754
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",49000001,50000000,1000000,0,0,0.000499,0.999501,0.000754,0.999246,"PTR_GAP","A",0.000499
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",50000001,51000000,1000000,0,0,0.000214,0.999786,0.000231,0.999769,"PTR_SNV","A",0.000231
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",50000001,51000000,1000000,0,0,0.000214,0.999786,0.000231,0.999769,"PTR_GAP","A",0.000214
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",51000001,52000000,1000000,0,0,1.5e-05,0.999985,3.6e-05,0.999964,"PTR_SNV","A",3.6e-05
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",51000001,52000000,1000000,0,0,1.5e-05,0.999985,3.6e-05,0.999964,"PTR_GAP","A",1.5e-05
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",52000001,53000000,1000000,0,0,0.000394,0.999606,0.001089,0.998911,"PTR_SNV","A",0.001089
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",52000001,53000000,1000000,0,0,0.000394,0.999606,0.001089,0.998911,"PTR_GAP","A",0.000394
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",53000001,54000000,1000000,0,0,0.00037,0.99963,0.000419,0.999581,"PTR_SNV","A",0.000419
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",53000001,54000000,1000000,0,0,0.00037,0.99963,0.000419,0.999581,"PTR_GAP","A",0.00037
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",54000001,55000000,1000000,0,0,0.001064,0.998936,0.000789,0.999211,"PTR_SNV","A",0.000789
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",54000001,55000000,1000000,0,0,0.001064,0.998936,0.000789,0.999211,"PTR_GAP","A",0.001064
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",55000001,56000000,1000000,0,0,0.000558,0.999442,0.000732,0.999268,"PTR_SNV","A",0.000732
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",55000001,56000000,1000000,0,0,0.000558,0.999442,0.000732,0.999268,"PTR_GAP","A",0.000558
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",56000001,57000000,1000000,0,0,0.000411,0.999589,0.000606,0.999394,"PTR_SNV","A",0.000606
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",56000001,57000000,1000000,0,0,0.000411,0.999589,0.000606,0.999394,"PTR_GAP","A",0.000411
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",57000001,58000000,1000000,0,0,0.001639,0.998361,0.001298,0.998702,"PTR_SNV","A",0.001298
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",57000001,58000000,1000000,0,0,0.001639,0.998361,0.001298,0.998702,"PTR_GAP","A",0.001639
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",58000001,59000000,1000000,0,0,0.000608,0.999392,0.000539,0.999461,"PTR_SNV","A",0.000539
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",58000001,59000000,1000000,0,0,0.000608,0.999392,0.000539,0.999461,"PTR_GAP","A",0.000608
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",59000001,60000000,1000000,0,0,0.001327,0.998673,0.001503,0.998497,"PTR_SNV","A",0.001503
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",59000001,60000000,1000000,0,0,0.001327,0.998673,0.001503,0.998497,"PTR_GAP","A",0.001327
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",60000001,61000000,1000000,0,0,0.000415,0.999585,0.001042,0.998958,"PTR_SNV","A",0.001042
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",60000001,61000000,1000000,0,0,0.000415,0.999585,0.001042,0.998958,"PTR_GAP","A",0.000415
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",61000001,62000000,1000000,0,0,0.00029,0.99971,0.000642,0.999358,"PTR_SNV","A",0.000642
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",61000001,62000000,1000000,0,0,0.00029,0.99971,0.000642,0.999358,"PTR_GAP","A",0.00029
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",62000001,63000000,1000000,0,0,0.002062,0.997938,7e-04,0.9993,"PTR_SNV","A",7e-04
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",62000001,63000000,1000000,0,0,0.002062,0.997938,7e-04,0.9993,"PTR_GAP","A",0.002062
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",63000001,64000000,1000000,0,0,0.000459,0.999541,0.000956,0.999044,"PTR_SNV","A",0.000956
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",63000001,64000000,1000000,0,0,0.000459,0.999541,0.000956,0.999044,"PTR_GAP","A",0.000459
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",64000001,65000000,1000000,0,0,0.000312,0.999688,0.000495,0.999505,"PTR_SNV","A",0.000495
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",64000001,65000000,1000000,0,0,0.000312,0.999688,0.000495,0.999505,"PTR_GAP","A",0.000312
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",65000001,66000000,1000000,0,0,0.000261,0.999739,0.000692,0.999308,"PTR_SNV","A",0.000692
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",65000001,66000000,1000000,0,0,0.000261,0.999739,0.000692,0.999308,"PTR_GAP","A",0.000261
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",66000001,67000000,1000000,0,0,0.000614,0.999386,0.000891,0.999109,"PTR_SNV","A",0.000891
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",66000001,67000000,1000000,0,0,0.000614,0.999386,0.000891,0.999109,"PTR_GAP","A",0.000614
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",67000001,68000000,1000000,0,0,0.000555,0.999445,0.001278,0.998722,"PTR_SNV","A",0.001278
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",67000001,68000000,1000000,0,0,0.000555,0.999445,0.001278,0.998722,"PTR_GAP","A",0.000555
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",68000001,69000000,1000000,0,0,0.000441,0.999559,0.000781,0.999219,"PTR_SNV","A",0.000781
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",68000001,69000000,1000000,0,0,0.000441,0.999559,0.000781,0.999219,"PTR_GAP","A",0.000441
"mPanTro3#1#chr1_hap1_hsa1","mPanTro3#2#chr1_hap2_hsa1","1",69000001,70000000,1000000,0,0,0.002732,0.997268,0.001255,0.998745,"PTR_SNV","A",0.001255
