NAME_REF,NAME_OTHER,CHR,BIN_START,BIN_END,BIN_SIZE,GAP_BOTH,GAP_REF,GAP_OTHER,DIFF,SAME
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,14000001,15000000,1000000,0.000000,0.000000,0.004800,0.995200,0.003018,0.996982
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,15000001,16000000,1000000,0.000000,0.000000,0.000814,0.999186,0.002176,0.997824
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,16000001,17000000,1000000,0.000000,0.000000,0.001210,0.998790,0.001891,0.998109
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,17000001,18000000,1000000,0.000000,0.000000,0.076902,0.923098,0.001690,0.998310
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,18000001,19000000,1000000,0.000000,0.000000,0.002085,0.997915,0.002243,0.997757
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,19000001,20000000,1000000,0.000000,0.000000,0.004787,0.995213,0.002561,0.997439
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,20000001,21000000,1000000,0.000000,0.000000,0.111872,0.888128,0.003259,0.996741
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,21000001,22000000,1000000,0.000000,0.000000,0.004196,0.995804,0.002120,0.997880
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,22000001,23000000,1000000,0.000000,0.000000,0.001175,0.998825,0.002517,0.997483
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,23000001,24000000,1000000,0.000000,0.000000,0.001656,0.998344,0.002892,0.997108
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,24000001,25000000,1000000,0.000000,0.000000,0.008068,0.991932,0.002109,0.997891
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,25000001,26000000,1000000,0.000000,0.000000,0.000618,0.999382,0.001230,0.998770
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,26000001,27000000,1000000,0.000000,0.000000,0.004834,0.995166,0.001897,0.998103
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,27000001,28000000,1000000,0.000000,0.000000,0.001934,0.998066,0.002473,0.997527
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,28000001,29000000,1000000,0.000000,0.000000,0.006068,0.993932,0.002799,0.997201
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,29000001,30000000,1000000,0.000000,0.000000,0.003399,0.996601,0.002366,0.997634
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,30000001,31000000,1000000,0.000000,0.000000,0.000162,0.999838,0.000577,0.999423
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,31000001,32000000,1000000,0.000000,0.000000,0.001066,0.998934,0.001414,0.998586
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,32000001,33000000,1000000,0.000000,0.000000,0.001533,0.998467,0.002394,0.997606
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,33000001,34000000,1000000,0.000000,0.000000,0.002887,0.997113,0.001680,0.998320
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,34000001,35000000,1000000,0.000000,0.000000,0.001082,0.998918,0.002076,0.997924
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,35000001,36000000,1000000,0.000000,0.000000,0.001070,0.998930,0.002098,0.997902
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,36000001,37000000,1000000,0.000000,0.000000,0.003951,0.996049,0.002270,0.997730
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,37000001,38000000,1000000,0.000000,0.000000,0.001026,0.998974,0.001774,0.998226
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,38000001,39000000,1000000,0.000000,0.000000,0.001320,0.998680,0.001641,0.998359
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,39000001,40000000,1000000,0.000000,0.000000,0.008110,0.991890,0.001732,0.998268
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,40000001,41000000,1000000,0.000000,0.000000,0.000784,0.999216,0.001830,0.998170
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,41000001,42000000,1000000,0.000000,0.000000,0.000835,0.999165,0.001964,0.998036
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,42000001,43000000,1000000,0.000000,0.000000,0.010792,0.989208,0.001064,0.998936
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,43000001,44000000,1000000,0.000000,0.000000,0.000960,0.999040,0.001971,0.998029
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,44000001,45000000,1000000,0.000000,0.000000,0.000556,0.999444,0.001466,0.998534
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,45000001,46000000,1000000,0.000000,0.000000,0.000997,0.999003,0.001285,0.998715
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,46000001,47000000,1000000,0.000000,0.000000,0.022580,0.977420,0.002361,0.997639
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,47000001,48000000,1000000,0.000000,0.000000,0.015141,0.984859,0.002343,0.997657
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,48000001,49000000,1000000,0.000000,0.000000,0.000954,0.999046,0.002595,0.997405
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,49000001,50000000,1000000,0.000000,0.000000,0.000446,0.999554,0.002158,0.997842
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,50000001,51000000,1000000,0.000000,0.000000,0.001117,0.998883,0.002067,0.997933
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,51000001,52000000,1000000,0.000000,0.000000,0.000934,0.999066,0.001853,0.998147
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,52000001,53000000,1000000,0.000000,0.000000,0.001028,0.998972,0.001397,0.998603
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,53000001,54000000,1000000,0.000000,0.000000,0.000637,0.999363,0.001907,0.998093
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,54000001,55000000,1000000,0.000000,0.000000,0.001099,0.998901,0.001068,0.998932
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,55000001,56000000,1000000,0.000000,0.000000,0.000252,0.999748,0.000416,0.999584
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,56000001,57000000,1000000,0.000000,0.000000,0.000673,0.999327,0.001714,0.998286
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,57000001,58000000,1000000,0.000000,0.000000,0.001110,0.998890,0.001701,0.998299
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,58000001,59000000,1000000,0.000000,0.000000,0.003759,0.996241,0.002069,0.997931
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,59000001,60000000,1000000,0.000000,0.000000,0.000339,0.999661,0.000926,0.999074
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,60000001,61000000,1000000,0.000000,0.000000,0.000464,0.999536,0.000454,0.999546
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,61000001,62000000,1000000,0.000000,0.000000,0.021273,0.978727,0.002304,0.997696
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,62000001,63000000,1000000,0.000000,0.000000,0.002149,0.997851,0.003574,0.996426
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,63000001,64000000,1000000,0.000000,0.000000,0.001610,0.998390,0.002738,0.997262
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,64000001,65000000,1000000,0.000000,0.000000,0.006422,0.993578,0.001865,0.998135
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,65000001,66000000,1000000,0.000000,0.000000,0.001098,0.998902,0.001898,0.998102
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,66000001,67000000,1000000,0.000000,0.000000,0.006230,0.993770,0.001322,0.998678
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,67000001,68000000,1000000,0.000000,0.000000,0.003656,0.996344,0.002381,0.997619
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,68000001,69000000,1000000,0.000000,0.000000,0.012911,0.987089,0.003385,0.996615
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,69000001,70000000,1000000,0.000000,0.000000,0.002693,0.997307,0.003591,0.996409
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,70000001,71000000,1000000,0.000000,0.000000,0.003102,0.996898,0.003139,0.996861
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,71000001,72000000,1000000,0.000000,0.000000,0.006639,0.993361,0.001875,0.998125
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,72000001,73000000,1000000,0.000000,0.000000,0.001550,0.998450,0.001983,0.998017
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,73000001,74000000,1000000,0.000000,0.000000,0.000295,0.999705,0.000895,0.999105
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,74000001,75000000,1000000,0.000000,0.000000,0.000656,0.999344,0.001271,0.998729
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,75000001,76000000,1000000,0.000000,0.000000,0.001561,0.998439,0.001608,0.998392
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,76000001,77000000,1000000,0.000000,0.000000,0.003707,0.996293,0.001400,0.998600
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,77000001,78000000,1000000,0.000000,0.000000,0.000684,0.999316,0.001363,0.998637
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,78000001,79000000,1000000,0.000000,0.000000,0.008569,0.991431,0.001982,0.998018
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,79000001,80000000,1000000,0.000000,0.000000,0.005114,0.994886,0.001258,0.998742
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,80000001,81000000,1000000,0.000000,0.000000,0.002083,0.997917,0.001912,0.998088
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,81000001,82000000,1000000,0.000000,0.000000,0.000966,0.999034,0.001113,0.998887
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,82000001,83000000,1000000,0.000000,0.000000,0.001104,0.998896,0.002020,0.997980
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,83000001,84000000,1000000,0.000000,0.000000,0.000499,0.999501,0.000756,0.999244
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,84000001,85000000,1000000,0.000000,0.000000,0.000533,0.999467,0.001150,0.998850
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,85000001,86000000,1000000,0.000000,0.000000,0.004989,0.995011,0.001665,0.998335
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,86000001,87000000,1000000,0.000000,0.000000,0.000528,0.999472,0.000648,0.999352
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,87000001,88000000,1000000,0.000000,0.000000,0.000809,0.999191,0.001833,0.998167
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,88000001,89000000,1000000,0.000000,0.000000,0.003753,0.996247,0.001833,0.998167
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,89000001,90000000,1000000,0.000000,0.000000,0.001581,0.998419,0.002744,0.997256
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,90000001,91000000,1000000,0.000000,0.000000,0.001068,0.998932,0.002084,0.997916
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,91000001,92000000,1000000,0.000000,0.000000,0.001841,0.998159,0.001905,0.998095
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,92000001,93000000,1000000,0.000000,0.000000,0.000731,0.999269,0.002089,0.997911
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,93000001,94000000,1000000,0.000000,0.000000,0.002201,0.997799,0.002830,0.997170
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,94000001,95000000,1000000,0.000000,0.000000,0.002432,0.997568,0.002399,0.997601
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,95000001,96000000,1000000,0.000000,0.000000,0.007622,0.992378,0.001501,0.998499
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,96000001,97000000,1000000,0.000000,0.000000,0.054697,0.945303,0.002102,0.997898
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,97000001,98000000,1000000,0.000000,0.000000,0.002337,0.997663,0.001715,0.998285
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,98000001,99000000,1000000,0.000000,0.000000,0.001002,0.998998,0.001769,0.998231
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,99000001,100000000,1000000,0.000000,0.000000,0.012416,0.987584,0.004456,0.995544
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,100000001,101000000,1000000,0.000000,0.000000,0.030813,0.969187,0.002818,0.997182
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,101000001,102000000,1000000,0.000000,0.000000,0.001975,0.998025,0.001409,0.998591
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,102000001,103000000,1000000,0.000000,0.000000,0.006298,0.993702,0.000736,0.999264
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,103000001,104000000,1000000,0.000000,0.000000,0.000322,0.999678,0.000463,0.999537
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,104000001,105000000,1000000,0.000000,0.000000,0.000050,0.999950,0.000164,0.999836
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,105000001,106000000,1000000,0.000000,0.000000,0.000150,0.999850,0.000334,0.999666
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,106000001,107000000,1000000,0.000000,0.000000,0.000278,0.999722,0.000518,0.999482
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,107000001,108000000,1000000,0.000000,0.000000,0.000388,0.999612,0.000398,0.999602
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,108000001,109000000,1000000,0.000000,0.000000,0.011331,0.988669,0.001091,0.998909
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,109000001,110000000,1000000,0.000000,0.000000,0.175926,0.824074,0.002120,0.997880
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,110000001,111000000,1000000,0.000000,0.000000,0.911425,0.088575,0.028202,0.971798
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,111000001,112000000,1000000,0.000000,0.000000,0.801547,0.198453,0.067532,0.932468
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,112000001,113000000,1000000,0.000000,0.000000,0.636096,0.363904,0.068601,0.931399
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,113000001,114000000,1000000,0.000000,0.000000,0.630581,0.369419,0.055444,0.944556
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,114000001,115000000,1000000,0.000000,0.000000,0.730941,0.269059,0.060503,0.939497
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,115000001,116000000,1000000,0.000000,0.000000,0.303272,0.696728,0.056424,0.943576
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,116000001,117000000,1000000,0.000000,0.000000,0.168068,0.831932,0.011580,0.988420
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,117000001,118000000,1000000,0.000000,0.000000,0.032878,0.967122,0.001345,0.998655
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,118000001,119000000,1000000,0.000000,0.000000,0.011563,0.988437,0.002389,0.997611
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,119000001,120000000,1000000,0.000000,0.000000,0.007001,0.992999,0.002003,0.997997
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,120000001,121000000,1000000,0.000000,0.000000,0.068843,0.931157,0.002756,0.997244
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,121000001,122000000,1000000,0.000000,0.000000,0.021898,0.978102,0.002132,0.997868
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,122000001,123000000,1000000,0.000000,0.000000,0.004069,0.995931,0.001799,0.998201
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,123000001,124000000,1000000,0.000000,0.000000,0.000415,0.999585,0.001364,0.998636
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,124000001,125000000,1000000,0.000000,0.000000,0.001048,0.998952,0.002001,0.997999
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,125000001,126000000,1000000,0.000000,0.000000,0.003521,0.996479,0.002004,0.997996
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,126000001,127000000,1000000,0.000000,0.000000,0.001081,0.998919,0.002621,0.997379
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,127000001,128000000,1000000,0.000000,0.000000,0.004427,0.995573,0.002061,0.997939
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,128000001,129000000,1000000,0.000000,0.000000,0.001433,0.998567,0.001743,0.998257
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,129000001,130000000,1000000,0.000000,0.000000,0.004984,0.995016,0.000761,0.999239
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,130000001,131000000,1000000,0.000000,0.000000,0.000593,0.999407,0.001133,0.998867
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,131000001,132000000,1000000,0.000000,0.000000,0.000410,0.999590,0.001169,0.998831
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,132000001,133000000,1000000,0.000000,0.000000,0.131373,0.868627,0.001011,0.998989
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,133000001,134000000,1000000,0.000000,0.000000,0.134682,0.865318,0.002034,0.997966
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,134000001,135000000,1000000,0.000000,0.000000,0.001429,0.998571,0.001263,0.998737
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,135000001,136000000,1000000,0.000000,0.000000,0.000647,0.999353,0.001299,0.998701
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,136000001,137000000,1000000,0.000000,0.000000,0.001215,0.998785,0.002219,0.997781
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,137000001,138000000,1000000,0.000000,0.000000,0.002341,0.997659,0.004406,0.995594
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,138000001,139000000,1000000,0.000000,0.000000,0.001611,0.998389,0.003936,0.996064
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,139000001,140000000,1000000,0.000000,0.000000,0.012123,0.987877,0.003375,0.996625
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,140000001,141000000,1000000,0.000000,0.000000,0.001820,0.998180,0.003090,0.996910
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,141000001,142000000,1000000,0.000000,0.000000,0.003413,0.996587,0.002795,0.997205
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,142000001,143000000,1000000,0.000000,0.000000,0.000359,0.999641,0.001130,0.998870
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,143000001,144000000,1000000,0.000000,0.000000,0.001822,0.998178,0.001961,0.998039
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,144000001,145000000,1000000,0.000000,0.000000,0.001934,0.998066,0.002334,0.997666
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,145000001,146000000,1000000,0.000000,0.000000,0.001142,0.998858,0.001869,0.998131
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,146000001,147000000,1000000,0.000000,0.000000,0.000635,0.999365,0.001604,0.998396
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,147000001,148000000,1000000,0.000000,0.000000,0.002376,0.997624,0.001895,0.998105
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,148000001,149000000,1000000,0.000000,0.000000,0.001444,0.998556,0.002038,0.997962
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,149000001,150000000,1000000,0.000000,0.000000,0.002623,0.997377,0.002119,0.997881
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,150000001,151000000,1000000,0.000000,0.000000,0.010903,0.989097,0.001256,0.998744
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,151000001,152000000,1000000,0.000000,0.000000,0.002209,0.997791,0.000910,0.999090
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,152000001,153000000,1000000,0.000000,0.000000,0.001058,0.998942,0.001816,0.998184
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,153000001,154000000,1000000,0.000000,0.000000,0.000887,0.999113,0.001766,0.998234
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,154000001,155000000,1000000,0.000000,0.000000,0.000764,0.999236,0.001673,0.998327
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,155000001,156000000,1000000,0.000000,0.000000,0.000689,0.999311,0.001682,0.998318
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,156000001,157000000,1000000,0.000000,0.000000,0.004155,0.995845,0.001788,0.998212
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,157000001,158000000,1000000,0.000000,0.000000,0.001222,0.998778,0.001845,0.998155
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,158000001,159000000,1000000,0.000000,0.000000,0.001451,0.998549,0.001887,0.998113
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,159000001,160000000,1000000,0.000000,0.000000,0.000939,0.999061,0.001729,0.998271
mGorGor1#M#chr1_mat_hsa1,mGorGor1#P#chr1_pat_hsa1,1,160000001,161000000,1000000,0.000000,0.000000,0.001876,0.998124,0.002112,0.997888
