NAME_REF,NAME_OTHER,CHR,BIN_START,BIN_END,BIN_SIZE,GAP_BOTH,GAP_REF,GAP_OTHER,DIFF,SAME
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,40000001,41000000,1000000,0.000000,0.000000,0.002287,0.997713,0.001134,0.998866
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,41000001,42000000,1000000,0.000000,0.000000,0.001002,0.998998,0.000771,0.999229
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,42000001,43000000,1000000,0.000000,0.000000,0.000899,0.999101,0.000678,0.999322
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,43000001,44000000,1000000,0.000000,0.000000,0.000565,0.999435,0.000840,0.999160
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,44000001,45000000,1000000,0.000000,0.000000,0.003379,0.996621,0.000672,0.999328
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,45000001,46000000,1000000,0.000000,0.000000,0.000878,0.999122,0.000587,0.999413
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,46000001,47000000,1000000,0.000000,0.000000,0.002712,0.997288,0.000746,0.999254
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,47000001,48000000,1000000,0.000000,0.000000,0.002619,0.997381,0.001043,0.998957
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,48000001,49000000,1000000,0.000000,0.000000,0.000683,0.999317,0.000947,0.999053
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,49000001,50000000,1000000,0.000000,0.000000,0.002039,0.997961,0.001176,0.998824
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,50000001,51000000,1000000,0.000000,0.000000,0.000510,0.999490,0.000864,0.999136
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,51000001,52000000,1000000,0.000000,0.000000,0.000618,0.999382,0.000868,0.999132
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,52000001,53000000,1000000,0.000000,0.000000,0.000856,0.999144,0.001114,0.998886
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,53000001,54000000,1000000,0.000000,0.000000,0.003826,0.996174,0.001055,0.998945
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,54000001,55000000,1000000,0.000000,0.000000,0.000643,0.999357,0.000926,0.999074
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,55000001,56000000,1000000,0.000000,0.000000,0.012191,0.987809,0.000640,0.999360
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,56000001,57000000,1000000,0.000000,0.000000,0.000457,0.999543,0.000722,0.999278
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,57000001,58000000,1000000,0.000000,0.000000,0.001365,0.998635,0.000965,0.999035
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,58000001,59000000,1000000,0.000000,0.000000,0.001616,0.998384,0.001358,0.998642
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,59000001,60000000,1000000,0.000000,0.000000,0.002795,0.997205,0.001464,0.998536
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,60000001,61000000,1000000,0.000000,0.000000,0.006933,0.993067,0.001332,0.998668
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,61000001,62000000,1000000,0.000000,0.000000,0.004256,0.995744,0.001316,0.998684
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,62000001,63000000,1000000,0.000000,0.000000,0.005611,0.994389,0.001397,0.998603
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,63000001,64000000,1000000,0.000000,0.000000,0.002131,0.997869,0.001754,0.998246
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,64000001,65000000,1000000,0.000000,0.000000,0.010644,0.989356,0.002667,0.997333
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,65000001,66000000,1000000,0.000000,0.000000,0.009629,0.990371,0.001389,0.998611
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,66000001,67000000,1000000,0.000000,0.000000,0.581932,0.418068,0.036480,0.963520
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,67000001,68000000,1000000,0.000000,0.000000,0.626945,0.373055,0.036595,0.963405
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,68000001,69000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanPan1#M#chr23_mat_hsa22,mPanPan1#P#chr23_pat_hsa22,23,69000001,70000000,178672,0.000000,0.000000,1.000000,0.000000,NA,NA
