NAME_REF,NAME_OTHER,CHR,BIN_START,BIN_END,BIN_SIZE,GAP_BOTH,GAP_REF,GAP_OTHER,DIFF,SAME
mPanTro3#1#chr22_hap1_hsa21,mPanTro3#2#chr22_hap2_hsa21,22,46000001,47000000,1000000,0.000000,0.000000,0.004331,0.995669,0.001729,0.998271
mPanTro3#1#chr22_hap1_hsa21,mPanTro3#2#chr22_hap2_hsa21,22,47000001,48000000,1000000,0.000000,0.000000,0.568661,0.431339,0.001187,0.998813
mPanTro3#1#chr22_hap1_hsa21,mPanTro3#2#chr22_hap2_hsa21,22,48000001,49000000,1000000,0.000000,0.000000,0.918344,0.081656,0.056493,0.943507
mPanTro3#1#chr22_hap1_hsa21,mPanTro3#2#chr22_hap2_hsa21,22,49000001,50000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr22_hap1_hsa21,mPanTro3#2#chr22_hap2_hsa21,22,50000001,51000000,1000000,0.000000,0.000000,0.915132,0.084868,0.025227,0.974773
mPanTro3#1#chr22_hap1_hsa21,mPanTro3#2#chr22_hap2_hsa21,22,51000001,52000000,350302,0.000000,0.000000,0.893755,0.106245,0.004192,0.995808
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,1,1000000,1000000,0.000000,0.000000,0.698395,0.301605,0.006260,0.993740
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,1000001,2000000,1000000,0.777592,0.000000,0.222408,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,2000001,3000000,1000000,0.222408,0.000000,0.777592,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,3000001,4000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,4000001,5000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,5000001,6000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,6000001,7000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,7000001,8000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,8000001,9000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,9000001,10000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,10000001,11000000,1000000,0.000000,0.000000,0.930478,0.069522,0.007552,0.992448
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,11000001,12000000,1000000,0.000000,0.000000,0.808368,0.191632,0.032656,0.967344
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,12000001,13000000,1000000,0.000000,0.000000,0.965148,0.034852,0.003816,0.996184
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,13000001,14000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,14000001,15000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,15000001,16000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,16000001,17000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,17000001,18000000,1000000,0.000000,0.000000,0.847391,0.152609,0.032986,0.967014
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,18000001,19000000,1000000,0.000000,0.000000,0.479696,0.520304,0.013721,0.986279
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,19000001,20000000,1000000,0.000000,0.000000,0.020431,0.979569,0.001389,0.998611
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,20000001,21000000,1000000,0.000000,0.000000,0.000754,0.999246,0.000934,0.999066
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,21000001,22000000,1000000,0.000000,0.000000,0.003141,0.996859,0.001027,0.998973
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,22000001,23000000,1000000,0.000000,0.000000,0.001214,0.998786,0.001345,0.998655
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,23000001,24000000,1000000,0.000000,0.000000,0.004170,0.995830,0.000997,0.999003
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,24000001,25000000,1000000,0.000000,0.000000,0.010233,0.989767,0.001020,0.998980
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,25000001,26000000,1000000,0.000000,0.000000,0.030276,0.969724,0.000960,0.999040
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,26000001,27000000,1000000,0.000000,0.000000,0.007602,0.992398,0.001013,0.998987
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,27000001,28000000,1000000,0.000000,0.000000,0.001305,0.998695,0.001617,0.998383
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,28000001,29000000,1000000,0.000000,0.000000,0.005145,0.994855,0.000763,0.999237
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,29000001,30000000,1000000,0.000000,0.000000,0.001185,0.998815,0.001108,0.998892
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,30000001,31000000,1000000,0.000000,0.000000,0.000827,0.999173,0.001341,0.998659
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,31000001,32000000,1000000,0.000000,0.000000,0.007463,0.992537,0.000823,0.999177
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,32000001,33000000,1000000,0.000000,0.000000,0.000603,0.999397,0.000444,0.999556
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,33000001,34000000,1000000,0.000000,0.000000,0.001241,0.998759,0.000685,0.999315
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,34000001,35000000,1000000,0.000000,0.000000,0.000938,0.999062,0.000970,0.999030
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,35000001,36000000,1000000,0.000000,0.000000,0.000221,0.999779,0.000465,0.999535
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,36000001,37000000,1000000,0.000000,0.000000,0.007571,0.992429,0.001513,0.998487
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,37000001,38000000,1000000,0.000000,0.000000,0.002285,0.997715,0.001220,0.998780
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,38000001,39000000,1000000,0.000000,0.000000,0.001601,0.998399,0.000735,0.999265
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,39000001,40000000,1000000,0.000000,0.000000,0.000605,0.999395,0.000889,0.999111
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,40000001,41000000,1000000,0.000000,0.000000,0.000761,0.999239,0.000941,0.999059
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,41000001,42000000,1000000,0.000000,0.000000,0.001060,0.998940,0.000818,0.999182
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,42000001,43000000,1000000,0.000000,0.000000,0.003637,0.996363,0.000960,0.999040
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,43000001,44000000,1000000,0.000000,0.000000,0.000519,0.999481,0.000774,0.999226
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,44000001,45000000,1000000,0.000000,0.000000,0.000775,0.999225,0.000747,0.999253
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,45000001,46000000,1000000,0.000000,0.000000,0.001158,0.998842,0.000905,0.999095
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,46000001,47000000,1000000,0.000000,0.000000,0.002408,0.997592,0.001511,0.998489
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,47000001,48000000,1000000,0.000000,0.000000,0.000778,0.999222,0.000886,0.999114
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,48000001,49000000,1000000,0.000000,0.000000,0.001942,0.998058,0.001521,0.998479
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,49000001,50000000,1000000,0.000000,0.000000,0.001506,0.998494,0.001466,0.998534
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,50000001,51000000,1000000,0.000000,0.000000,0.025670,0.974330,0.001556,0.998444
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,51000001,52000000,1000000,0.000000,0.000000,0.083729,0.916271,0.003742,0.996258
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,52000001,53000000,1000000,0.000000,0.000000,0.005562,0.994438,0.001460,0.998540
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,53000001,54000000,1000000,0.000000,0.000000,0.778484,0.221516,0.029086,0.970914
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,54000001,55000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,55000001,56000000,1000000,0.000000,0.000000,0.697755,0.302245,0.031693,0.968307
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,56000001,57000000,1000000,0.000000,0.000000,0.801345,0.198655,0.042607,0.957393
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,57000001,58000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,58000001,59000000,1000000,0.000000,0.000000,1.000000,0.000000,NA,NA
mPanTro3#1#chr23_hap1_hsa22,mPanTro3#2#chr23_hap2_hsa22,23,59000001,60000000,520411,0.000000,0.000000,1.000000,0.000000,NA,NA
